DLPS,ESTC,DocNo,TCP,GaleDocNo
004845860,T73522,CW112501627,K062108.003,CW3310691097
004808164,T42742,CW114371708,K041684.002,CW3314371987
004832514,T54314,CW113803406,K048730.000,CW3313803406
004795734,T21215,CW111745478,K030406.000,CW3311745478
004892738,T138274,CW113688139,K109092.002,CW3313186566
004882952,T124428,CW101041672,K099270.001,CW3301041672
004771852,N12461,CW115212412,K007618.000,CW3315212412
004878686,T118509,CW109743332,K095003.000,CW3309743332
004861680,T96816,CW114860630,K077957.000,CW3314860630
004855838,T88734,CW111661184,K072107.003,CW3310982576
004778300,N2285,CW109777899,K001511.000,CW3309777899
004899015,T43742,CW118271822,K042183.000,CW3318271822
004844772,T71969,CW117487401,K061017.000,CW3317487401
004814129,T164526,CW106682129,K118235.000,CW3306682129
004794267,T18353,CW108759955,K029169.000,CW3308759955
004888751,T132461,CW116120014,K105084.000,CW3316120014
004818171,T180966,CW115537567,K122295.000,CW3315537567
004793395,T1710,CW115110509,K020962.000,CW3315110509
004833893,T56630,CW111150801,K050110.000,CW3311150801
004849601,T79696,CW124765769,K065858.001,CW3324765769
004792759,T1544,CW112132094,K020900.000,CW3312132094
004772996,N13976,CW109268428,K008656.000,CW3309268428
004897485,T146495,CW113280921,K113867.000,CW3313280921
004845821,T73480,CW110098350,K062069.000,CW3310098350
004840905,T66512,CW118145299,K057134.000,CW3318145299
004781968,N32594,CW112846521,K016332.001,CW3312846521
004792770,T1555,CW110244664,K020910.000,CW3310244664
004814025,T164062,CW101258949,K118131.000,CW3301258949
004801504,T32235,CW109499048,K035393.000,CW3309499048
004902128,T48729,CW106675624,K045300.000,CW3306675624
004875941,T115224,CW111625947,K092252.003,CW3310897391
004843563,T70330,CW104047631,K059801.000,CW3304047631
004859232,T93488,CW100739160,K075503.000,CW3300739160
004843881,T70826,CW106202472,K060124.000,CW3306202472
004849217,T79031,CW102793607,K065474.000,CW3302793607
004787534,N7142,CW108415645,K004294.000,CW3308415645
004898853,T43462,CW117082667,K042020.000,CW3317082667
004794420,T18530,CW111313443,K029305.000,CW3311313443
004846880,T75139,CW123039907,K063128.000,CW3323039907
004770878,N1117,CW109771611,K000685.000,CW3309771611
004809951,T781,CW106671646,K020297.000,CW3306671646
004891707,T136780,CW110477360,K108056.000,CW3310477360
004780925,N28470,CW112329416,K015536.000,CW3312329416
004840716,T66300,CW114472220,K056945.000,CW3314472220
004883341,T124933,CW116290965,K099659.001,CW3316290965
004789873,T10796,CW116262530,K025325.000,CW3316262530
004863366,T99002,CW101087703,K079645.000,CW3301087703
004810169,T8397,CW110904196,K024112.000,CW3310904196
004888554,T132188,CW103890465,K104887.000,CW3303890465
004869771,T107179,CW115595240,K086062.000,CW3315595240
004795437,T20759,CW109731643,K030147.000,CW3309731643
004792074,T14186,CW115852716,K027268.000,CW3315852716
004896850,T145570,CW114427220,K113231.000,CW3314427220
004897569,T146609,CW113522202,K113952.001,CW3313522202
004833349,T55639,CW106573416,K049565.000,CW3306573416
004833359,T55649,CW108680607,K049575.000,CW3308680607
004856191,T89228,CW111823578,K072460.001,CW3311823578
004788833,N9375,CW106942070,K005451.000,CW3306942070
004782096,N32854,CW107655397,K016442.000,CW3307655397
004904730,P3417,CW107928969,K019745.001,CW3307928969
004885848,T128379,CW124594414,K102171.000,CW3324594414
004861752,T96896,CW104577568,K078029.000,CW3304577568
004809085,T5465,CW114026671,K022968.001,CW3314026671
004897569,T146609,CW113522202,K113952.011,CW3313916111
004884740,T126759,CW114463251,K101059.000,CW3314463251
004772717,N13630,CW110430901,K008390.000,CW3310430901
004778005,N22364,CW112079756,K013036.000,CW3312079756
004889032,T132889,CW122414536,K105365.000,CW3322414536
004897569,T146609,CW113522202,K113952.005,CW3313380306
004807941,T42452,CW113176700,K041482.000,CW3313176700
004899520,T44499,CW104698156,K042690.000,CW3304698156
004876472,T115891,CW114326661,K092784.003,CW3314327352
004843288,T69913,CW103226009,K059526.000,CW3303226009
004784753,N4680,CW108205189,K002999.000,CW3308205189
004832139,T53823,CW105502964,K048355.000,CW3305502964
004781521,N3073,CW112385961,K001985.000,CW3312385961
004833225,T55491,CW122738040,K049441.000,CW3322738040
004897229,T146101,CW101584531,K113610.002,CW3301584843
004876767,T116246,CW112607077,K093080.003,CW3313327973
004863772,T99504,CW118102870,K080051.000,CW3318102870
004890131,T134381,CW100609045,K106472.002,CW3301457987
004844613,T71790,CW100168974,K060858.000,CW3300168974
004832988,T55155,CW105564567,K049204.000,CW3305564567
004788963,N9599,CW101091717,K005565.000,CW3301091717
004786387,N582,CW108560568,K000343.000,CW3308560568
004798030,T26871,CW114446031,K032320.000,CW3314446031
004832460,T54251,CW115017089,K048676.000,CW3315017089
004798040,T26882,CW110074790,K032330.000,CW3310074790
004876740,T116214,CW108454936,K093052.000,CW3308454936
004904033,T52080,CW104626965,K047211.000,CW3304626965
004878585,T118393,CW105223827,K094902.002,CW3305223935
004866668,T103146,CW104805033,K082954.000,CW3304805033
004848313,T77543,CW123368908,K064569.000,CW3323368908
004795817,T21314,CW112468899,K030481.000,CW3312468899
004853688,T85828,CW100305205,K069955.002,CW3301974847
004809098,T5485,CW117119553,K022979.000,CW3317119553
004807461,T41781,CW107892783,K041060.000,CW3307892783
004844744,T71936,CW121230723,K060989.000,CW3321230723
004806920,T4090,CW118274829,K022188.000,CW3318274829
004875177,T114283,CW102229251,K091485.000,CW3302229251
004903167,T50342,CW115887366,K046340.000,CW3315887366
004790182,T11347,CW108262724,K025595.000,CW3308262724
004789411,T10219,CW114110739,K024906.000,CW3314110739
004890950,T135610,CW117502393,K107291.000,CW3317502393
004814206,T164873,CW106341334,K118311.000,CW3306341334
004846083,T73798,CW111244839,K062331.000,CW3311244839
004787875,N7735,CW112772649,K004597.000,CW3312772649
004794352,T18455,CW107227139,K029243.000,CW3307227139
004901886,T48277,CW114796942,K045058.000,CW3314796942
004841197,T66845,CW115228534,K057429.000,CW3315228534
004847021,T75350,CW111197083,K063270.000,CW3311197083
004805553,T38807,CW109714744,K039324.000,CW3309714744
004788175,N8217,CW108569321,K004855.000,CW3308569321
004895923,T144260,CW102884449,K112303.001,CW3302884449
004884477,T126392,CW110136528,K100796.000,CW3310136528
004775430,N17625,CW103926059,K010810.000,CW3303926059
004804966,T37952,CW117560579,K038746.000,CW3317560579
004874811,T113816,CW111157873,K091116.003,CW3311158441
004843805,T70718,CW110670597,K060044.002,CW3310670778
004873578,T112246,CW106573625,K089881.000,CW3306573625
004838033,T62583,CW109522737,K054260.000,CW3309522737
004786433,N5887,CW116527364,K003643.001,CW3316527364
004803605,T35600,CW110215249,K037398.000,CW3310215249
004892739,T138277,CW112427853,K109093.003,CW3312427853
004891916,T137098,CW103864200,K108266.000,CW3303864200
004888786,T132536,CW107175801,K105119.000,CW3307175801
004792651,T14895,CW113895452,K027775.000,CW3313895452
004893459,T139227,CW101726030,K109819.000,CW3301726030
004793621,T1748,CW111759047,K020997.000,CW3311759047
004831923,T53513,CW109748624,K048139.000,CW3309748624
004841719,T67572,CW112766997,K057952.000,CW3312766997
004831825,T53403,CW114048903,K048041.000,CW3314048903
004848374,T77690,CW109157745,K064630.001,CW3309157745
004833529,T55934,CW106598628,K049745.000,CW3306598628
004781580,N30986,CW106527141,K016037.000,CW3306527141
004804706,T37472,CW113526374,K038489.000,CW3313526374
004859333,T93622,CW115281335,K075606.001,CW3315281335
004810978,T9992,CW117025496,K024779.000,CW3317025496
004889775,T133946,CW110560878,K106115.000,CW3310560878
004858003,T91569,CW102942524,K074274.000,CW3302942524
004806977,T40984,CW103648258,K040623.000,CW3303648258
004798747,T27908,CW124634151,K032959.000,CW3324634151
004894447,T140689,CW107514465,K110818.000,CW3307514465
004844761,T71957,CW120012390,K061006.000,CW3320012390
004784228,N4462,CW116482848,K002867.000,CW3316482848
004834050,T56864,CW106557276,K050267.000,CW3306557276
004793403,T1711,CW114015913,K020963.000,CW3314015913
004884498,T126418,CW109976966,K100817.000,CW3309976966
004805427,T38599,CW105435999,K039201.000,CW3305435999
004902191,T48828,CW106674415,K045363.000,CW3306674415
004840131,T65526,CW110376085,K056360.000,CW3310376085
004896753,T145429,CW111022560,K113134.000,CW3311022560
004810283,T8577,CW116990784,K024207.000,CW3316990784
004843805,T70718,CW110670597,K060044.003,CW3310670992
004770192,N10350,CW106835221,K006075.000,CW3306835221
004796946,T248,CW105465239,K019966.000,CW3305465239
004795735,T21216,CW115887681,K030407.000,CW3315887681
004783346,N3841,CW109994535,K002464.000,CW3309994535
004874811,T113816,CW111157873,K091116.002,CW3311158141
004903663,T51491,CW112671524,K046841.000,CW3312671524
004779104,N24320,CW109076805,K013990.000,CW3309076805
004844044,T71048,CW109336751,K060288.000,CW3309336751
004808619,T4686,CW117024877,K022555.000,CW3317024877
004869877,T107337,CW114059252,K086169.000,CW3314059252
004896239,T144697,CW102859988,K112620.000,CW3302859988
004839351,T64438,CW112252143,K055580.000,CW3312252143
004809267,T5674,CW103357028,K023137.000,CW3303357028
004892630,T138147,CW116836330,K108983.001,CW3316836330
004770677,N10894,CW109026987,K006534.000,CW3309026987
004880737,T121325,CW111336293,K097055.000,CW3311336293
004829635,W4441,CW109116037,K133067.000,CW3309116037
004863375,T99014,CW101256044,K079654.000,CW3301256044
004778758,N2355,CW108125369,K001562.000,CW3308125369
004879236,T119241,CW113775333,K095553.000,CW3313775333
004784457,N460,CW104206906,K000266.000,CW3304206906
004853688,T85828,CW100305205,K069955.003,CW3300305684
004790197,T11385,CW116195646,K025607.000,CW3316195646
004877884,T117553,CW112218475,K094198.000,CW3312218475
004902129,T48731,CW110071580,K045301.000,CW3310071580
004810619,T9290,CW119150459,K024489.000,CW3319150459
004803174,T34920,CW110022950,K036971.000,CW3310022950
004782997,N36558,CW107794243,K017098.000,CW3307794243
004835938,T59650,CW108476125,K052156.000,CW3308476125
004876767,T116246,CW112607077,K093080.002,CW3313028565
004836993,T61174,CW121594288,K053219.000,CW3321594288
004792760,T1545,CW112131988,K020901.000,CW3312131988
004840095,T65487,CW102538108,K056324.002,CW3302637020
004809950,T780,CW113751873,K020296.000,CW3313751873
004856191,T89228,CW111823578,K072460.004,CW3311824225
004897211,T146080,CW102919503,K113592.002,CW3302919907
004876472,T115891,CW114326661,K092784.002,CW3314327014
004903102,T50241,CW104293457,K046275.000,CW3304293457
004850944,T82160,CW114463329,K067205.000,CW3314463329
004774056,N1526,CW116877807,K000958.000,CW3316877807
004897569,T146609,CW113522202,K113952.004,CW3313694433
004897569,T146609,CW113522202,K113952.010,CW3313915985
004867560,T104237,CW120474578,K083848.000,CW3320474578
004793813,T17775,CW105215365,K028766.000,CW3305215365
004897569,T146609,CW113522202,K113952.006,CW3313380432
004835423,T58996,CW111145054,K051641.000,CW3311145054
004861390,T96447,CW120722328,K077667.000,CW3320722328
004897569,T146609,CW113522202,K113952.012,CW3313380558
004876618,T116074,CW115149321,K092930.000,CW3315149321
004807992,T42557,CW124763022,K041528.000,CW3324763022
004804655,T37396,CW113610623,K038439.000,CW3313610623
004776454,N19662,CW105171511,K011684.000,CW3305171511
004807592,T41961,CW111594780,K041173.000,CW3311594780
004897229,T146101,CW101584531,K113610.001,CW3301584531
004883227,T124808,CW110497943,K099545.000,CW3310497943
004850267,T81100,CW111239685,K066527.000,CW3311239685
004794998,T19925,CW114912337,K029769.000,CW3314912337
004897545,T146579,CW113153502,K113928.000,CW3313153502
004837131,T61379,CW105769247,K053357.000,CW3305769247
004898421,T147994,CW116021693,K114806.000,CW3316021693
004833267,T55545,CW113307330,K049483.000,CW3313307330
004821147,T191935,CW115218548,K125296.000,CW3315218548
004794286,T18380,CW107472976,K029185.000,CW3307472976
004904317,T52634,CW102517943,K047496.000,CW3302517943
004777676,N21770,CW123134549,K012749.000,CW3323134549
004878585,T118393,CW105223827,K094902.001,CW3305223827
004771420,N11949,CW117147912,K007216.000,CW3317147912
004849593,T79684,CW112853821,K065850.000,CW3312853821
004889406,T133411,CW107893401,K105745.000,CW3307893401
004784038,N43097,CW106189857,K017652.000,CW3306189857
004787301,N682,CW109538989,K000415.000,CW3309538989
004831914,T53504,CW110142392,K048130.000,CW3310142392
004803443,T35353,CW114390574,K037240.000,CW3314390574
004853688,T85828,CW100305205,K069955.001,CW3300305205
004842016,T68024,CW113905247,K058249.000,CW3313905247
004796879,T2407,CW110267915,K021475.000,CW3310267915
004809297,T5710,CW110104143,K023163.000,CW3310104143
004808051,T42626,CW113546773,K041581.000,CW3313546773
004881308,T122054,CW108996570,K097626.000,CW3308996570
004852959,T84913,CW113806330,K069226.000,CW3313806330
004817955,T180177,CW115862931,K122077.000,CW3315862931
004802754,T34218,CW112016568,K036554.000,CW3312016568
004892630,T138147,CW116836330,K108983.003,CW3316958829
004875941,T115224,CW111625947,K092252.004,CW3310897710
004904825,N71632,CW111614880,K019588.000,CW3311614880
004771299,N11805,CW109784895,K007102.000,CW3309784895
004803887,T36080,CW115657260,K037679.000,CW3315657260
004770705,N10927,CW100270888,K006560.000,CW3300270888
004832797,T54929,CW114157741,K049013.000,CW3314157741
004781647,N3119,CW110088372,K002009.000,CW3310088372
004809206,T5607,CW114460581,K023079.000,CW3314460581
004896038,T144407,CW112904376,K112418.000,CW3312904376
004809413,T5851,CW115793880,K023267.000,CW3315793880
004865820,T102037,CW109304396,K082105.000,CW3309304396
004817859,T179880,CW102792410,K121980.000,CW3302792410
004808341,T43087,CW116667127,K041831.000,CW3316667127
004786433,N5887,CW116527364,K003643.002,CW3316527799
004843805,T70718,CW110670597,K060044.001,CW3310670597
004866454,T102891,CW113593877,K082740.000,CW3313593877
004793329,T1703,CW114396013,K020955.000,CW3314396013
004899376,T44301,CW119988088,K042546.000,CW3319988088
004895429,T143098,CW115375767,K111807.000,CW3315375767
004841491,T67193,CW114921486,K057724.000,CW3314921486
004844735,T71926,CW112696285,K060980.000,CW3312696285
004855433,T88245,CW104157109,K071702.000,CW3304157109
004883411,T125008,CW110105394,K099729.000,CW3310105394
004848374,T77690,CW109157745,K064630.002,CW3309158042
004851068,T82397,CW112026958,K067329.000,CW3312026958
004859333,T93622,CW115281335,K075606.002,CW3314728399
004890957,T135617,CW111469829,K107298.000,CW3311469829
004794642,T18799,CW108598007,K029505.000,CW3308598007
004804074,T36432,CW116565091,K037864.000,CW3316565091
004859610,T93972,CW111519587,K075884.000,CW3311519587
004871265,T109049,CW113966413,K087560.000,CW3313966413
004809147,T5536,CW113448874,K023024.000,CW3313448874
004889227,T133179,CW113463543,K105564.000,CW3313463543
004882880,T124311,CW112073978,K099198.000,CW3312073978
004840452,T65941,CW106191088,K056681.000,CW3306191088
004772929,N13888,CW112998134,K008591.000,CW3312998134
004859333,T93622,CW115281335,K075606.003,CW3315281637
004810925,T975,CW114396538,K020463.000,CW3314396538
004807715,T42117,CW110022863,K041283.000,CW3310022863
004834569,T57685,CW109502314,K050786.000,CW3309502314
004802304,T33431,CW107360498,K036120.000,CW3307360498
004787310,N6833,CW122779190,K004143.000,CW3322779190
004786427,N5881,CW112052086,K003638.000,CW3312052086
004904216,T52415,CW116473257,K047394.000,CW3316473257
004774834,N1651,CW110437202,K001048.000,CW3310437202
004786433,N5887,CW116527364,K003643.003,CW3316528246
004793404,T17110,CW110146273,K028419.000,CW3310146273
004843571,T70340,CW112656736,K059809.000,CW3312656736
004874811,T113816,CW111157873,K091116.001,CW3311157873
004773084,N14089,CW110017504,K008736.000,CW3310017504
004809440,T5890,CW115793911,K023293.000,CW3315793911
004861169,T96176,CW109759767,K077446.000,CW3309759767
004834147,T56997,CW104727573,K050364.000,CW3304727573
004849084,T78855,CW107894009,K065341.000,CW3307894009
004807083,T41172,CW109522779,K040720.000,CW3309522779
004870394,T107966,CW110227871,K086686.000,CW3310227871
004769834,N10022,CW108559432,K005796.000,CW3308559432
004903131,T50285,CW105829834,K046304.000,CW3305829834
004837496,T61846,CW109733885,K053723.000,CW3309733885
004867796,T104512,CW122217299,K084084.000,CW3322217299
004892630,T138147,CW116836330,K108983.002,CW3316958515
004902822,T49771,CW113824125,K045995.000,CW3313824125
004778875,N23806,CW111421000,K013794.000,CW3311421000
004809335,T5756,CW125016193,K023197.000,CW3325016193
004899242,T44101,CW113721277,K042411.000,CW3313721277
004900854,T46778,CW112974533,K044025.000,CW3312974533
004876473,T115892,CW110637070,K092785.004,CW3310637070
004792727,T14992,CW120440883,K027844.000,CW3320440883
004806752,T40663,CW107047106,K040424.000,CW3307047106
004904283,T52575,CW112963900,K047462.000,CW3312963900
004805589,T38859,CW113181018,K039360.000,CW3313181018
004860328,T95112,CW118736825,K076603.000,CW3318736825
004807444,T41757,CW106581805,K041046.000,CW3306581805
004872292,T110358,CW106619031,K088587.000,CW3306619031
004792521,T14745,CW121271469,K027659.000,CW3321271469
004840095,T65487,CW102538108,K056324.001,CW3302538108
004810670,T9372,CW108605794,K024533.000,CW3308605794
004899217,T44064,CW109550690,K042385.000,CW3309550690
004803655,T35679,CW115804757,K037448.000,CW3315804757
004795957,T2151,CW110229327,K021305.000,CW3310229327
004876767,T116246,CW112607077,K093080.001,CW3312607077
004806352,T4004,CW119526114,K022117.000,CW3319526114
004876472,T115891,CW114326661,K092784.001,CW3314326661
004897211,T146080,CW102919503,K113592.001,CW3302919503
004813618,T161987,CW105879955,K117722.000,CW3305879955
004857012,T90236,CW115121706,K073282.000,CW3315121706
004777928,N2220,CW110437203,K001461.000,CW3310437203
004803864,T36051,CW114025569,K037656.000,CW3314025569
004798055,T2690,CW106100145,K021626.000,CW3306100145
004787190,N67016,CW110053677,K019390.000,CW3310053677
004850551,T81521,CW112214217,K066811.000,CW3312214217
004897569,T146609,CW113522202,K113952.007,CW3313915607
004902625,T49443,CW113610248,K045798.000,CW3313610248
004780669,N27762,CW108675338,K015319.000,CW3308675338
